Year,Month,Measure,Value
1941,Jun,min,50
1941,Jul,max,96
1941,Jul,mean,64
1941,Jul,min,57
1941,Aug,max,94
1941,Aug,mean,61
1941,Aug,min,53
1941,Sep,max,94
1941,Sep,mean,56
1941,Sep,min,40
1941,Oct,max,84
1941,Oct,mean,47
1941,Oct,min,29
1941,Nov,max,75
1941,Nov,mean,39
1941,Nov,min,26
1941,Dec,max,59
1941,Dec,mean,28
1941,Dec,min,7
1942,Jan,max,60
1942,Jan,mean,21
1942,Jan,min,1
1942,Feb,max,48
1942,Feb,mean,20
1942,Feb,min,1
1942,Mar,max,65
1942,Mar,mean,34
1942,Mar,min,30
1942,Apr,max,86
1942,Apr,mean,41
1942,Apr,min,32
1942,May,max,88
1942,May,mean,52
1942,May,min,44
1942,Jun,max,91
1942,Jun,mean,59
1942,Jun,min,48
1942,Jul,max,93
1942,Jul,mean,63
1942,Jul,min,58
1942,Aug,max,92
1942,Aug,mean,63
1942,Aug,min,50
1942,Sep,max,91
1942,Sep,mean,57
1942,Sep,min,39
1942,Oct,max,82
1942,Oct,mean,48
1942,Oct,min,36
1942,Nov,max,71
1942,Nov,mean,36
1942,Nov,min,20
1942,Dec,max,59
1942,Dec,mean,22
1942,Dec,min,-11
1943,Jan,max,47
1943,Jan,mean,19
1943,Jan,min,3
1943,Feb,max,63
1943,Feb,mean,22
1943,Feb,min,-14
1943,Mar,max,68
1943,Mar,mean,28
1943,Mar,min,6
1943,Apr,max,75
1943,Apr,mean,35
1943,Apr,min,20
1943,May,max,85
1943,May,mean,49
1943,May,min,35
1943,Jun,max,97
1943,Jun,mean,61
1943,Jun,min,49
1943,Jul,max,93
1943,Jul,mean,66
1943,Jul,min,53
1943,Aug,max,94
1943,Aug,mean,63
1943,Aug,min,56
1943,Sep,max,85
1943,Sep,mean,55
1943,Sep,min,44
1943,Oct,max,81
1943,Oct,mean,47
1943,Oct,min,35
1943,Nov,max,67
1943,Nov,mean,36
1943,Nov,min,24
1943,Dec,max,52
1943,Dec,mean,21
1943,Dec,min,0
1944,Jan,max,58
1944,Jan,mean,25
1944,Jan,min,6
1944,Feb,max,55
1944,Feb,mean,21
1944,Feb,min,7
1944,Mar,max,64
1944,Mar,mean,27
1944,Mar,min,10
1944,Apr,max,75
1944,Apr,mean,38
1944,Apr,min,29
1944,May,max,96
1944,May,mean,54
1944,May,min,40
1944,Jun,max,95
1944,Jun,mean,58
1944,Jun,min,47
1944,Jul,max,95
1944,Jul,mean,65
1944,Jul,min,59
1944,Aug,max,101
1944,Aug,mean,65
1944,Aug,min,53
1944,Sep,max,90
1944,Sep,mean,57
1944,Sep,min,42
1944,Oct,max,86
1944,Oct,mean,45
1944,Oct,min,30
1944,Nov,max,69
1944,Nov,mean,36
1944,Nov,min,29
1944,Dec,max,50
1944,Dec,mean,23
1944,Dec,min,8
1945,Jan,max,59
1945,Jan,mean,16
1945,Jan,min,-4
1945,Feb,max,51
1945,Feb,mean,24
1945,Feb,min,11
1945,Mar,max,86
1945,Mar,mean,38
1945,Mar,min,24
1945,Apr,max,85
1945,Apr,mean,44
1945,Apr,min,33
1945,May,max,79
1945,May,mean,47
1945,May,min,35
1945,Jun,max,96
1945,Jun,mean,58
1945,Jun,min,41
1945,Jul,max,93
1945,Jul,mean,64
1945,Jul,min,55
1945,Aug,max,94
1945,Aug,mean,62
1945,Aug,min,55
1945,Sep,max,95
1945,Sep,mean,58
1945,Sep,min,40
1945,Oct,max,84
1945,Oct,mean,44
1945,Oct,min,34
1945,Nov,max,74
1945,Nov,mean,38
1945,Nov,min,25
1945,Dec,max,52
1945,Dec,mean,22
1945,Dec,min,8
1946,Jan,max,57
1946,Jan,mean,20
1946,Jan,min,-3
1946,Feb,max,59
1946,Feb,mean,19
1946,Feb,min,4
1946,Mar,max,85
1946,Mar,mean,37
1946,Mar,min,24
1946,Apr,max,66
1946,Apr,mean,39
1946,Apr,min,24
1946,May,max,87
1946,May,mean,49
1946,May,min,36
1946,Jun,max,94
1946,Jun,mean,58
1946,Jun,min,45
1946,Jul,max,96
1946,Jul,mean,62
1946,Jul,min,54
1946,Aug,max,90
1946,Aug,mean,61
1946,Aug,min,52
1946,Sep,max,88
1946,Sep,mean,58
1946,Sep,min,45
1946,Oct,max,86
1946,Oct,mean,49
1946,Oct,min,38
1946,Nov,max,72
1946,Nov,mean,40
1946,Nov,min,27
1946,Dec,max,63
1946,Dec,mean,26
1946,Dec,min,8
1947,Jan,max,61
1947,Jan,mean,24
1947,Jan,min,8
1947,Feb,max,53
1947,Feb,mean,21
1947,Feb,min,8
1947,Mar,max,58
1947,Mar,mean,30
1947,Mar,min,22
1947,Apr,max,75
1947,Apr,mean,39
1947,Apr,min,30
1947,May,max,87
1947,May,mean,48
1947,May,min,36
1947,Jun,max,89
1947,Jun,mean,56
1947,Jun,min,46
1947,Jul,max,90
1947,Jul,mean,66
1947,Jul,min,59
1947,Aug,max,99
1947,Aug,mean,64
1947,Aug,min,54
1947,Sep,max,88
1947,Sep,mean,56
1947,Sep,min,37
1947,Oct,max,89
1947,Oct,mean,52
1947,Oct,min,38
1947,Nov,max,59
1947,Nov,mean,35
1947,Nov,min,25
1947,Dec,max,60
1947,Dec,mean,23
1947,Dec,min,12
1948,Jan,max,45
1948,Jan,mean,16
1948,Jan,min,-3
1948,Feb,max,54
1948,Feb,mean,18
1948,Feb,min,2
1948,Mar,max,72
1948,Mar,mean,29
1948,Mar,min,1
1948,Apr,max,74
1948,Apr,mean,39
1948,Apr,min,30
1948,May,max,83
1948,May,mean,48
1948,May,min,42
1948,Jun,max,92
1948,Jun,mean,56
1948,Jun,min,47
1948,Jul,max,96
1948,Jul,mean,65
1948,Jul,min,53
1948,Aug,max,100
1948,Aug,mean,65
1948,Aug,min,58
1948,Sep,max,90
1948,Sep,mean,56
1948,Sep,min,44
1948,Oct,max,79
1948,Oct,mean,46
1948,Oct,min,33
1948,Nov,max,73
1948,Nov,mean,43
1948,Nov,min,28
1948,Dec,max,58
1948,Dec,mean,30
1948,Dec,min,7
1949,Jan,max,60
1949,Jan,mean,28
1949,Jan,min,14
1949,Feb,max,61
1949,Feb,mean,27
1949,Feb,min,7
1949,Mar,max,71
1949,Mar,mean,31
1949,Mar,min,13
1949,Apr,max,77
1949,Apr,mean,42
1949,Apr,min,33
1949,May,max,90
1949,May,mean,51
1949,May,min,42
1949,Jun,max,95
1949,Jun,mean,61
1949,Jun,min,51
1949,Jul,max,100
1949,Jul,mean,67
1949,Jul,min,59
1949,Aug,max,101
1949,Aug,mean,66
1949,Aug,min,54
1949,Sep,max,85
1949,Sep,mean,55
1949,Sep,min,44
1949,Oct,max,86
1949,Oct,mean,50
1949,Oct,min,37
1949,Nov,max,68
1949,Nov,mean,36
1949,Nov,min,15
1949,Dec,max,64
1949,Dec,mean,29
1949,Dec,min,15
1950,Jan,max,72
1950,Jan,mean,28
1950,Jan,min,6
1950,Feb,max,52
1950,Feb,mean,20
1950,Feb,min,-1
1950,Mar,max,70
1950,Mar,mean,25
1950,Mar,min,2
1950,Apr,max,75
1950,Apr,mean,38
1950,Apr,min,28
1950,May,max,80
1950,May,mean,47
1950,May,min,35
1950,Jun,max,93
1950,Jun,mean,59
1950,Jun,min,50
1950,Jul,max,93
1950,Jul,mean,64
1950,Jul,min,56
1950,Aug,max,87
1950,Aug,mean,63
1950,Aug,min,56
1950,Sep,max,86
1950,Sep,mean,54
1950,Sep,min,38
1950,Oct,max,85
1950,Oct,mean,48
1950,Oct,min,33
1950,Nov,max,83
1950,Nov,mean,40
1950,Nov,min,27
1950,Dec,max,63
1950,Dec,mean,29
1950,Dec,min,4
1951,Jan,max,61
1951,Jan,mean,26
1951,Jan,min,1
1951,Feb,max,66
1951,Feb,mean,26
1951,Feb,min,8
1951,Mar,max,65
1951,Mar,mean,33
1951,Mar,min,21
1951,Apr,max,74
1951,Apr,mean,43
1951,Apr,min,37
1951,May,max,91
1951,May,mean,50
1951,May,min,41
1951,Jun,max,91
1951,Jun,mean,58
1951,Jun,min,51
1951,Jul,max,92
1951,Jul,mean,66
1951,Jul,min,60
1951,Aug,max,89
1951,Aug,mean,62
1951,Aug,min,54
1951,Sep,max,90
1951,Sep,mean,57
1951,Sep,min,39
1951,Oct,max,72
1951,Oct,mean,48
1951,Oct,min,37
1951,Nov,max,71
1951,Nov,mean,35
1951,Nov,min,16
1951,Dec,max,64
1951,Dec,mean,28
1951,Dec,min,9
1952,Jan,max,55
1952,Jan,mean,25
1952,Jan,min,1
1952,Feb,max,52
1952,Feb,mean,26
1952,Feb,min,14
1952,Mar,max,63
1952,Mar,mean,31
1952,Mar,min,17
1952,Apr,max,80
1952,Apr,mean,43
1952,Apr,min,34
1952,May,max,82
1952,May,mean,49
1952,May,min,39
1952,Jun,max,100
1952,Jun,mean,62
1952,Jun,min,55
1952,Jul,max,100
1952,Jul,mean,68
1952,Jul,min,56
1952,Aug,max,91
1952,Aug,mean,64
1952,Aug,min,54
1952,Sep,max,90
1952,Sep,mean,58
1952,Sep,min,46
1952,Oct,max,78
1952,Oct,mean,44
1952,Oct,min,31
1952,Nov,max,71
1952,Nov,mean,39
1952,Nov,min,28
1952,Dec,max,52
1952,Dec,mean,30
1952,Dec,min,9
1953,Jan,max,58
1953,Jan,mean,28
1953,Jan,min,15
1953,Feb,max,60
1953,Feb,mean,28
1953,Feb,min,10
1953,Mar,max,69
1953,Mar,mean,32
1953,Mar,min,10
1953,Apr,max,71
1953,Apr,mean,42
1953,Apr,min,32
1953,May,max,86
1953,May,mean,50
1953,May,min,39
1953,Jun,max,98
1953,Jun,mean,60
1953,Jun,min,49
1953,Jul,max,96
1953,Jul,mean,64
1953,Jul,min,57
1953,Aug,max,98
1953,Aug,mean,63
1953,Aug,min,55
1953,Sep,max,100
1953,Sep,mean,58
1953,Sep,min,40
1953,Oct,max,80
1953,Oct,mean,48
1953,Oct,min,38
1953,Nov,max,74
1953,Nov,mean,41
1953,Nov,min,30
1953,Dec,max,64
1953,Dec,mean,32
1953,Dec,min,12
1954,Jan,max,53
1954,Jan,mean,18
1954,Jan,min,3
1954,Feb,max,61
1954,Feb,mean,29
1954,Feb,min,-1
1954,Mar,max,70
1954,Mar,mean,31
1954,Mar,min,21
1954,Apr,max,85
1954,Apr,mean,40
1954,Apr,min,17
1954,May,max,85
1954,May,mean,49
1954,May,min,42
1954,Jun,max,93
1954,Jun,mean,59
1954,Jun,min,49
1954,Jul,max,95
1954,Jul,mean,64
1954,Jul,min,59
1954,Aug,max,92
1954,Aug,mean,62
1954,Aug,min,52
1954,Sep,max,84
1954,Sep,mean,56
1954,Sep,min,47
1954,Oct,max,90
1954,Oct,mean,51
1954,Oct,min,37
1954,Nov,max,66
1954,Nov,mean,37
1954,Nov,min,28
1954,Dec,max,57
1954,Dec,mean,28
1954,Dec,min,16
1955,Jan,max,45
1955,Jan,mean,22
1955,Jan,min,10
1955,Feb,max,57
1955,Feb,mean,25
1955,Feb,min,-1
1955,Mar,max,63
1955,Mar,mean,30
1955,Mar,min,17
1955,Apr,max,78
1955,Apr,mean,42
1955,Apr,min,33
1955,May,max,89
1955,May,mean,52
1955,May,min,42
1955,Jun,max,92
1955,Jun,mean,58
1955,Jun,min,50
1955,Jul,max,98
1955,Jul,mean,68
1955,Jul,min,59
1955,Aug,max,100
1955,Aug,mean,66
1955,Aug,min,54
1955,Sep,max,90
1955,Sep,mean,56
1955,Sep,min,43
1955,Oct,max,82
1955,Oct,mean,48
1955,Oct,min,34
1955,Nov,max,60
1955,Nov,mean,36
1955,Nov,min,22
1955,Dec,max,48
1955,Dec,mean,20
1955,Dec,min,-2
1956,Jan,max,44
1956,Jan,mean,26
1956,Jan,min,5
1956,Feb,max,53
1956,Feb,mean,26
1956,Feb,min,9
1956,Mar,max,52
1956,Mar,mean,28
1956,Mar,min,13
1956,Apr,max,83
1956,Apr,mean,38
1956,Apr,min,32
1956,May,max,93
1956,May,mean,45
1956,May,min,34
1956,Jun,max,97
1956,Jun,mean,60
1956,Jun,min,47
1956,Jul,max,93
1956,Jul,mean,64
1956,Jul,min,55
1956,Aug,max,93
1956,Aug,mean,63
1956,Aug,min,56
1956,Sep,max,86
1956,Sep,mean,54
1956,Sep,min,41
1956,Oct,max,87
1956,Oct,mean,46
1956,Oct,min,35
1956,Nov,max,71
1956,Nov,mean,38
1956,Nov,min,20
1956,Dec,max,62
1956,Dec,mean,29
1956,Dec,min,8
1957,Jan,max,58
1957,Jan,mean,15
1957,Jan,min,-12
1957,Feb,max,68
1957,Feb,mean,27
1957,Feb,min,13
1957,Mar,max,63
1957,Mar,mean,32
1957,Mar,min,20
1957,Apr,max,88
1957,Apr,mean,41
1957,Apr,min,31
1957,May,max,89
1957,May,mean,51
1957,May,min,37
1957,Jun,max,95
1957,Jun,mean,62
1957,Jun,min,51
1957,Jul,max,98
1957,Jul,mean,65
1957,Jul,min,58
1957,Aug,max,96
1957,Aug,mean,61
1957,Aug,min,52
1957,Sep,max,93
1957,Sep,mean,59
1957,Sep,min,40
1957,Oct,max,78
1957,Oct,mean,47
1957,Oct,min,35
1957,Nov,max,70
1957,Nov,mean,40
1957,Nov,min,17
1957,Dec,max,63
1957,Dec,mean,33
1957,Dec,min,17
1958,Jan,max,53
1958,Jan,mean,25
1958,Jan,min,4
1958,Feb,max,45
1958,Feb,mean,19
1958,Feb,min,-4
1958,Mar,max,58
1958,Mar,mean,34
1958,Mar,min,27
1958,Apr,max,78
1958,Apr,mean,41
1958,Apr,min,30
1958,May,max,80
1958,May,mean,49
1958,May,min,39
1958,Jun,max,89
1958,Jun,mean,56
1958,Jun,min,48
1958,Jul,max,93
1958,Jul,mean,65
1958,Jul,min,58
1958,Aug,max,90
1958,Aug,mean,64
1958,Aug,min,56
1958,Sep,max,89
1958,Sep,mean,56
1958,Sep,min,46
1958,Oct,max,82
1958,Oct,mean,45
1958,Oct,min,33
1958,Nov,max,67
1958,Nov,mean,39
1958,Nov,min,18
1958,Dec,max,54
1958,Dec,mean,19
1958,Dec,min,6
1959,Jan,max,62
1959,Jan,mean,21
1959,Jan,min,2
1959,Feb,max,54
1959,Feb,mean,18
1959,Feb,min,0
1959,Mar,max,70
1959,Mar,mean,29
1959,Mar,min,18
1959,Apr,max,75
1959,Apr,mean,41
1959,Apr,min,33
1959,May,max,93
1959,May,mean,52
1959,May,min,42
1959,Jun,max,96
1959,Jun,mean,56
1959,Jun,min,47
1959,Jul,max,92
1959,Jul,mean,66
1959,Jul,min,59
1959,Aug,max,96
1959,Aug,mean,66
1959,Aug,min,55
1959,Sep,max,92
1959,Sep,mean,60
1959,Sep,min,44
1959,Oct,max,85
1959,Oct,mean,48
1959,Oct,min,33
1959,Nov,max,73
1959,Nov,mean,37
1959,Nov,min,22
1959,Dec,max,61
1959,Dec,mean,30
1959,Dec,min,12
1960,Jan,max,57
1960,Jan,mean,25
1960,Jan,min,9
1960,Feb,max,56
1960,Feb,mean,28
1960,Feb,min,20
1960,Mar,max,62
1960,Mar,mean,26
1960,Mar,min,10
1960,Apr,max,78
1960,Apr,mean,40
1960,Apr,min,31
1960,May,max,83
1960,May,mean,52
1960,May,min,43
1960,Jun,max,91
1960,Jun,mean,61
1960,Jun,min,51
1960,Jul,max,92
1960,Jul,mean,64
1960,Jul,min,59
1960,Aug,max,93
1960,Aug,mean,64
1960,Aug,min,55
1960,Sep,max,93
1960,Sep,mean,57
1960,Sep,min,48
1960,Oct,max,76
1960,Oct,mean,46
1960,Oct,min,31
1960,Nov,max,67
1960,Nov,mean,41
1960,Nov,min,28
1960,Dec,max,57
1960,Dec,mean,22
1960,Dec,min,7
1961,Jan,max,56
1961,Jan,mean,18
1961,Jan,min,4
1961,Feb,max,65
1961,Feb,mean,24
1961,Feb,min,-4
1961,Mar,max,65
1961,Mar,mean,30
1961,Mar,min,16
1961,Apr,max,71
1961,Apr,mean,38
1961,Apr,min,32
1961,May,max,88
1961,May,mean,48
1961,May,min,38
1961,Jun,max,95
1961,Jun,mean,59
1961,Jun,min,49
1961,Jul,max,91
1961,Jul,mean,64
1961,Jul,min,57
1961,Aug,max,92
1961,Aug,mean,64
1961,Aug,min,55
1961,Sep,max,94
1961,Sep,mean,61
1961,Sep,min,46
1961,Oct,max,81
1961,Oct,mean,50
1961,Oct,min,35
1961,Nov,max,76
1961,Nov,mean,39
1961,Nov,min,27
1961,Dec,max,57
1961,Dec,mean,27
1961,Dec,min,11
1962,Jan,max,56
1962,Jan,mean,21
1962,Jan,min,6
1962,Feb,max,61
1962,Feb,mean,19
1962,Feb,min,-1
1962,Mar,max,75
1962,Mar,mean,32
1962,Mar,min,7
1962,Apr,max,91
1962,Apr,mean,40
1962,Apr,min,31
1962,May,max,91
1962,May,mean,49
1962,May,min,40
1962,Jun,max,92
1962,Jun,mean,59
1962,Jun,min,51
1962,Jul,max,89
1962,Jul,mean,62
1962,Jul,min,55
1962,Aug,max,89
1962,Aug,mean,62
1962,Aug,min,55
1962,Sep,max,86
1962,Sep,mean,55
1962,Sep,min,41
1962,Oct,max,79
1962,Oct,mean,47
1962,Oct,min,31
1962,Nov,max,62
1962,Nov,mean,35
1962,Nov,min,27
1962,Dec,max,64
1962,Dec,mean,23
1962,Dec,min,-4
1963,Jan,max,54
1963,Jan,mean,22
1963,Jan,min,4
1963,Feb,max,49
1963,Feb,mean,17
1963,Feb,min,-3
1963,Mar,max,78
1963,Mar,mean,32
1963,Mar,min,21
1963,Apr,max,75
1963,Apr,mean,40
1963,Apr,min,28
1963,May,max,88
1963,May,mean,50
1963,May,min,36
1963,Jun,max,95
1963,Jun,mean,60
1963,Jun,min,49
1963,Jul,max,98
1963,Jul,mean,66
1963,Jul,min,55
1963,Aug,max,91
1963,Aug,mean,62
1963,Aug,min,54
1963,Sep,max,87
1963,Sep,mean,53
1963,Sep,min,39
1963,Oct,max,90
1963,Oct,mean,50
1963,Oct,min,35
1963,Nov,max,71
1963,Nov,mean,42
1963,Nov,min,30
1963,Dec,max,52
1963,Dec,mean,20
1963,Dec,min,3
1964,Jan,max,55
1964,Jan,mean,25
1964,Jan,min,10
1964,Feb,max,47
1964,Feb,mean,22
1964,Feb,min,13
1964,Mar,max,72
1964,Mar,mean,32
1964,Mar,min,19
1964,Apr,max,82
1964,Apr,mean,39
1964,Apr,min,24
1964,May,max,93
1964,May,mean,50
1964,May,min,38
1964,Jun,max,94
1964,Jun,mean,58
1964,Jun,min,49
1964,Jul,max,97
1964,Jul,mean,64
1964,Jul,min,57
1964,Aug,max,85
1964,Aug,mean,58
1964,Aug,min,52
1964,Sep,max,87
1964,Sep,mean,54
1964,Sep,min,42
1964,Oct,max,77
1964,Oct,mean,44
1964,Oct,min,34
1964,Nov,max,68
1964,Nov,mean,37
1964,Nov,min,24
1964,Dec,max,60
1964,Dec,mean,26
1964,Dec,min,12
1965,Jan,max,57
1965,Jan,mean,18
1965,Jan,min,-4
1965,Feb,max,53
1965,Feb,mean,20
1965,Feb,min,6
1965,Mar,max,60
1965,Mar,mean,30
1965,Mar,min,18
1965,Apr,max,76
1965,Apr,mean,36
1965,Apr,min,22
1965,May,max,92
1965,May,mean,49
1965,May,min,42
1965,Jun,max,91
1965,Jun,mean,58
1965,Jun,min,46
1965,Jul,max,93
1965,Jul,mean,62
1965,Jul,min,54
1965,Aug,max,93
1965,Aug,mean,62
1965,Aug,min,47
1965,Sep,max,89
1965,Sep,mean,55
1965,Sep,min,38
1965,Oct,max,76
1965,Oct,mean,44
1965,Oct,min,32
1965,Nov,max,68
1965,Nov,mean,35
1965,Nov,min,26
1965,Dec,max,63
1965,Dec,mean,30
1965,Dec,min,13
1966,Jan,max,61
1966,Jan,mean,22
1966,Jan,min,6
1966,Feb,max,54
1966,Feb,mean,25
1966,Feb,min,3
1966,Mar,max,66
1966,Mar,mean,32
1966,Mar,min,22
1966,Apr,max,70
1966,Apr,mean,39
1966,Apr,min,34
1966,May,max,86
1966,May,mean,49
1966,May,min,38
1966,Jun,max,94
1966,Jun,mean,60
1966,Jun,min,51
1966,Jul,max,97
1966,Jul,mean,66
1966,Jul,min,59
1966,Aug,max,92
1966,Aug,mean,64
1966,Aug,min,59
1966,Sep,max,92
1966,Sep,mean,56
1966,Sep,min,46
1966,Oct,max,78
1966,Oct,mean,46
1966,Oct,min,32
1966,Nov,max,69
1966,Nov,mean,40
1966,Nov,min,27
1966,Dec,max,70
1966,Dec,mean,28
1966,Dec,min,14
1967,Jan,max,62
1967,Jan,mean,29
1967,Jan,min,7
1967,Feb,max,58
1967,Feb,mean,19
1967,Feb,min,-3
1967,Mar,max,64
1967,Mar,mean,28
1967,Mar,min,6
1967,Apr,max,75
1967,Apr,mean,37
1967,Apr,min,27
1967,May,max,77
1967,May,mean,44
1967,May,min,37
1967,Jun,max,94
1967,Jun,mean,58
1967,Jun,min,47
1967,Jul,max,89
1967,Jul,mean,66
1967,Jul,min,56
1967,Aug,max,86
1967,Aug,mean,64
1967,Aug,min,56
1967,Sep,max,83
1967,Sep,mean,54
1967,Sep,min,45
1967,Oct,max,81
1967,Oct,mean,46
1967,Oct,min,34
1967,Nov,max,68
1967,Nov,mean,34
1967,Nov,min,21
1967,Dec,max,58
1967,Dec,mean,29
1967,Dec,min,18
1968,Jan,max,50
1968,Jan,mean,18
1968,Jan,min,-4
1968,Feb,max,48
1968,Feb,mean,19
1968,Feb,min,5
1968,Mar,max,64
1968,Mar,mean,32
1968,Mar,min,11
1968,Apr,max,69
1968,Apr,mean,42
1968,Apr,min,32
1968,May,max,77
1968,May,mean,49
1968,May,min,44
1968,Jun,max,91
1968,Jun,mean,58
1968,Jun,min,50
1968,Jul,max,98
1968,Jul,mean,66
1968,Jul,min,58
1968,Aug,max,93
1968,Aug,mean,63
1968,Aug,min,57
1968,Sep,max,84
1968,Sep,mean,59
1968,Sep,min,51
1968,Oct,max,85
1968,Oct,mean,51
1968,Oct,min,39
1968,Nov,max,63
1968,Nov,mean,39
1968,Nov,min,32
1968,Dec,max,57
1968,Dec,mean,25
1968,Dec,min,-3
1969,Jan,max,49
1969,Jan,mean,23
1969,Jan,min,7
1969,Feb,max,40
1969,Feb,mean,25
1969,Feb,min,12
1969,Mar,max,57
1969,Mar,mean,30
1969,Mar,min,15
1969,Apr,max,83
1969,Apr,mean,42
1969,Apr,min,25
1969,May,max,87
1969,May,mean,50
1969,May,min,43
1969,Jun,max,95
1969,Jun,mean,61
1969,Jun,min,55
1969,Jul,max,95
1969,Jul,mean,65
1969,Jul,min,58
1969,Aug,max,93
1969,Aug,mean,66
1969,Aug,min,54
1969,Sep,max,95
1969,Sep,mean,56
1969,Sep,min,46
1969,Oct,max,79
1969,Oct,mean,47
1969,Oct,min,30
1969,Nov,max,61
1969,Nov,mean,39
1969,Nov,min,22
1969,Dec,max,60
1969,Dec,mean,28
1969,Dec,min,12
1970,Jan,max,49
1970,Jan,mean,17
1970,Jan,min,3
1970,Feb,max,58
1970,Feb,mean,24
1970,Feb,min,7
1970,Mar,max,57
1970,Mar,mean,31
1970,Mar,min,19
1970,Apr,max,75
1970,Apr,mean,41
1970,Apr,min,28
1970,May,max,92
1970,May,mean,51
1970,May,min,39
1970,Jun,max,90
1970,Jun,mean,58
1970,Jun,min,50
1970,Jul,max,92
1970,Jul,mean,66
1970,Jul,min,58
1970,Aug,max,94
1970,Aug,mean,65
1970,Aug,min,59
1970,Sep,max,92
1970,Sep,mean,57
1970,Sep,min,48
1970,Oct,max,76
1970,Oct,mean,48
1970,Oct,min,34
1970,Nov,max,63
1970,Nov,mean,39
1970,Nov,min,25
1970,Dec,max,59
1970,Dec,mean,22
1970,Dec,min,13
1971,Jan,max,46
1971,Jan,mean,17
1971,Jan,min,2
1971,Feb,max,53
1971,Feb,mean,24
1971,Feb,min,5
1971,Mar,max,65
1971,Mar,mean,30
1971,Mar,min,23
1971,Apr,max,72
1971,Apr,mean,36
1971,Apr,min,30
1971,May,max,79
1971,May,mean,48
1971,May,min,43
1971,Jun,max,94
1971,Jun,mean,59
1971,Jun,min,48
1971,Jul,max,94
1971,Jul,mean,64
1971,Jul,min,58
1971,Aug,max,93
1971,Aug,mean,64
1971,Aug,min,52
1971,Sep,max,92
1971,Sep,mean,60
1971,Sep,min,49
1971,Oct,max,86
1971,Oct,mean,52
1971,Oct,min,45
1971,Nov,max,76
1971,Nov,mean,36
1971,Nov,min,24
1971,Dec,max,64
1971,Dec,mean,29
1971,Dec,min,13
1972,Jan,max,59
1972,Jan,mean,25
1972,Jan,min,5
1972,Feb,max,55
1972,Feb,mean,22
1972,Feb,min,0
1972,Mar,max,62
1972,Mar,mean,30
1972,Mar,min,18
1972,Apr,max,74
1972,Apr,mean,38
1972,Apr,min,25
1972,May,max,86
1972,May,mean,49
1972,May,min,40
1972,Jun,max,86
1972,Jun,mean,58
1972,Jun,min,48
1972,Jul,max,94
1972,Jul,mean,66
1972,Jul,min,58
1972,Aug,max,88
1972,Aug,mean,63
1972,Aug,min,54
1972,Sep,max,88
1972,Sep,mean,58
1972,Sep,min,50
1972,Oct,max,72
1972,Oct,mean,44
1972,Oct,min,32
1972,Nov,max,66
1972,Nov,mean,36
1972,Nov,min,17
1972,Dec,max,62
1972,Dec,mean,27
1972,Dec,min,14
1973,Jan,max,61
1973,Jan,mean,24
1973,Jan,min,1
1973,Feb,max,54
1973,Feb,mean,23
1973,Feb,min,3
1973,Mar,max,67
1973,Mar,mean,36
1973,Mar,min,26
1973,Apr,max,84
1973,Apr,mean,42
1973,Apr,min,31
1973,May,max,87
1973,May,mean,50
1973,May,min,42
1973,Jun,max,97
1973,Jun,mean,61
1973,Jun,min,50
1973,Jul,max,96
1973,Jul,mean,66
1973,Jul,min,59
1973,Aug,max,99
1973,Aug,mean,67
1973,Aug,min,57
1973,Sep,max,94
1973,Sep,mean,56
1973,Sep,min,43
1973,Oct,max,77
1973,Oct,mean,48
1973,Oct,min,37
1973,Nov,max,71
1973,Nov,mean,40
1973,Nov,min,30
1973,Dec,max,63
1973,Dec,mean,32
1973,Dec,min,11
1974,Jan,max,63
1974,Jan,mean,25
1974,Jan,min,-3
1974,Feb,max,57
1974,Feb,mean,22
1974,Feb,min,8
1974,Mar,max,70
1974,Mar,mean,30
1974,Mar,min,15
1974,Apr,max,85
1974,Apr,mean,42
1974,Apr,min,27
1974,May,max,89
1974,May,mean,48
1974,May,min,37
1974,Jun,max,93
1974,Jun,mean,56
1974,Jun,min,48
1974,Jul,max,95
1974,Jul,mean,64
1974,Jul,min,58
1974,Aug,max,91
1974,Aug,mean,64
1974,Aug,min,57
1974,Sep,max,87
1974,Sep,mean,56
1974,Sep,min,39
1974,Oct,max,78
1974,Oct,mean,41
1974,Oct,min,30
1974,Nov,max,77
1974,Nov,mean,38
1974,Nov,min,23
1974,Dec,max,58
1974,Dec,mean,32
1974,Dec,min,17
1975,Jan,max,62
1975,Jan,mean,28
1975,Jan,min,11
1975,Feb,max,54
1975,Feb,mean,26
1975,Feb,min,7
1975,Mar,max,57
1975,Mar,mean,30
1975,Mar,min,14
1975,Apr,max,70
1975,Apr,mean,37
1975,Apr,min,31
1975,May,max,90
1975,May,mean,52
1975,May,min,43
1975,Jun,max,94
1975,Jun,mean,60
1975,Jun,min,49
1975,Jul,max,95
1975,Jul,mean,67
1975,Jul,min,56
1975,Aug,max,102
1975,Aug,mean,65
1975,Aug,min,53
1975,Sep,max,81
1975,Sep,mean,56
1975,Sep,min,46
1975,Oct,max,78
1975,Oct,mean,50
1975,Oct,min,34
1975,Nov,max,76
1975,Nov,mean,44
1975,Nov,min,33
1975,Dec,max,66
1975,Dec,mean,26
1975,Dec,min,4
1976,Jan,max,56
1976,Jan,mean,18
1976,Jan,min,-4
1976,Feb,max,63
1976,Feb,mean,28
1976,Feb,min,12
1976,Mar,max,72
